0,0,0
15.808612,9.13792,0.934605
14.138793,-2.29732,0.001848
0.046359,16.56376,-0.037904
-0.276685,14.16442,-0.020789
-0.116867,-9.21327,0.023806
0.112203,-4.21424,0.00666
0.165982,1.68025,-0.008121
-0.038273,1.10838,-0.00192
-0.083714,-0.229,0.002501
0.007478,-0.45671,0.000738
0.029141,-0.00813,-0.0007
0.003093,0.19526,-0.000283
-0.010341,0.03388,0.000196
-0.00463,-0.07139,0.000101
0.003817,-0.02462,-0.000055
0.003152,0.02243,-0.000035
-0.001204,0.01461,0.000015
-0.001658,-0.0058,0.000012
0.000201,-0.00765,-0.000004
0.000785,0.00081,-0.000004
0.000097,0.00354,0.000001
-0.000346,0.0004,0.000001
-0.000129,-0.00146,0
0.000136,-0.00051,0
0.000092,0.00054,0
-0.000043,0.00036,0
-0.000052,-0.00017,0
0.000006,-0.00022,0
0.000023,0.00004,0
0.000006,0.00014,0
