0,0,0
0.462695,1.64393,0.945318
14.065019,3.19141,-0.007467
-0.324003,0.11299,-0.014493
-0.199655,-21.49306,0.040344
0.197449,0.40262,0.004929
-0.115324,5.64478,-0.015627
-0.057682,-0.99451,0.001154
0.126152,-0.68338,0.004521
0.001652,0.56598,-0.0013
-0.04633,-0.11959,-0.000932
0.011715,-0.18451,0.000634
0.007704,0.1453,0.00008
-0.007735,0.02481,-0.000222
0.002723,-0.06338,0.000038
0.002582,0.01391,0.000058
-0.002936,0.0149,-0.000027
-0.00007,-0.01191,-0.00001
0.001298,0.00103,0.000011
-0.000498,0.00462,0
-0.000257,-0.00296,-0.000003
0.000341,-0.00066,0.000001
-0.00009,0.00156,0.000001
-0.000118,-0.00044,-0.000001
0.000109,-0.00041,0
0.000004,0.00039,0
-0.000051,-0.00003,0
0.000024,-0.00016,0
0.000009,0.0001,0
-0.000016,0.00004,0
0.000008,-0.00007,0
