0,0,0
10.371504,-4.90548,0.959622
14.025106,-2.5198,0.000954
0.333828,-13.15314,0.018458
0.075405,17.98184,-0.03158
-0.128525,7.28179,-0.006886
-0.060192,-3.52919,0.010625
-0.109153,-1.51492,-0.001094
0.03009,-0.15798,-0.002074
0.060494,0.20087,0.000258
0.002867,0.10141,0.000383
-0.012431,0.0568,0.000158
-0.004412,0.01157,-0.000082
-0.000617,-0.03464,-0.000075
-0.000302,-0.01691,0.000013
0.00129,0.00406,0.000017
0.001178,0.00498,0.000001
-0.000213,0.00162,-0.000004
-0.000523,0.00055,-0.000001
-0.000117,-0.00045,0.000001
0.000067,-0.00092,0
0.000048,-0.00026,0
0.000038,0.00027,0
0.000015,0.00019,0
-0.000018,0.00001,0
-0.000018,-0.00003,0
0,-0.00003,0
0.000006,-0.00002,0
0.000002,0,0
0,0.00001,0
0,0.00001,0
