0,0,0
6.152989,-9.93517,0.966434
14.104516,0.17663,0.000289
-0.092241,-24.01215,0.03195
0.367822,-2.17958,0.009941
0.05822,12.53554,-0.021951
0.064507,0.19982,-0.005527
0.011191,-0.88335,0.005172
-0.107192,0.24121,0.001449
-0.004786,-0.15929,-0.000634
0.021178,-0.06741,0.000023
-0.002863,-0.0538,-0.000049
-0.000581,0.00112,-0.000122
0.000841,0.03386,0.000037
0.001826,-0.00126,0.000033
0.000253,-0.00381,-0.000007
-0.001167,0.00149,-0.000002
-0.000011,0.00079,0.000001
0.00024,-0.00007,-0.000001
-0.000066,-0.00098,0
-0.00005,-0.00006,0.000001
0.00001,0.00035,0
0.00004,-0.00006,0
0.000004,-0.00006,0
-0.000018,0.00003,0
0.000001,0.00003,0
0.000005,0,0
-0.000001,-0.00001,0
-0.000002,0,0
0,0,0
0.000001,0,0
