0,0,0
9.134129,-7.15638,0.965699
13.574279,-3.21973,0.008604
0.316009,-19.73965,0.033036
0.269078,13.41822,-0.018938
-0.004158,9.31961,-0.021989
-0.047926,-1.84714,0.000544
-0.164997,-0.89611,0.005769
-0.019326,-0.31694,0.001622
0.053696,-0.25132,-0.000571
0.013362,-0.03536,-0.000422
-0.001041,0.1346,-0.000197
0.00097,0.07814,0.000006
-0.001497,-0.0141,0.00008
-0.003634,-0.01749,0.000027
-0.000749,-0.00494,-0.000007
0.001207,-0.00331,-0.000008
0.000525,-0.00089,-0.000003
-0.000004,0.00231,0
0.000025,0.00173,0.000001
-0.000042,-0.00011,0
-0.000114,-0.00042,0
-0.000034,-0.00014,0
0.000035,-0.00009,0
0.000021,-0.00004,0
0.000002,0.00006,0
0.000001,0.00005,0
-0.000001,0,0
-0.000004,-0.00001,0
-0.000002,-0.00001,0
0.000001,0,0
