0,0,0
18.574964,11.60041,0.930862
13.763865,-0.06022,-0.001907
-0.032659,22.943,-0.049849
-0.265034,0.172,0.002651
0.021459,-11.75597,0.028017
0.242232,0.03443,-0.002886
-0.011625,2.49999,-0.009002
-0.138415,-0.07245,0.001568
0.005296,-0.76819,0.002795
0.049728,0.05292,-0.000587
-0.00266,0.33016,-0.000825
-0.018968,-0.02773,0.000211
0.001449,-0.13338,0.000245
0.00891,0.013,-0.000077
-0.000764,0.05238,-0.000074
-0.004178,-0.00614,0.000028
0.000396,-0.02185,0.000022
0.001901,0.00292,-0.00001
-0.000208,0.0095,-0.000007
-0.000886,-0.00139,0.000003
0.00011,-0.00417,0.000002
0.000424,0.00067,-0.000001
-0.000057,0.00185,-0.000001
-0.000204,-0.00032,0
0.00003,-0.00083,0
0.0001,0.00016,0
-0.000015,0.00037,0
-0.000053,-0.00009,0
0.000006,-0.00014,0
0.000034,0.00006,0
