0,0,0
8.406287,-7.31185,0.966109
12.550966,-4.9886,0.004672
0.270748,-23.04506,0.042797
0.241976,8.31185,-0.019537
0.001748,8.05308,-0.009711
0.087792,-0.55848,0.005711
-0.08411,-0.53315,-0.001647
-0.057867,-0.18932,-0.000791
0.015027,0.04082,0.000311
0.010738,-0.05759,0.00008
-0.00025,-0.0465,0.000081
-0.000814,0.02839,-0.000019
0.00187,0.01545,-0.000023
0.000309,-0.00198,0.000004
-0.000962,-0.00203,0.000001
-0.000256,0.00086,0
0.000188,-0.00001,0
0.000052,-0.00085,0
-0.000049,-0.0001,0
0.000012,0.00026,0
0.00003,0.00006,0
-0.000005,-0.00005,0
-0.000012,0,0
0,0.00002,0
0.000003,-0.00001,0
-0.000001,-0.00001,0
-0.000001,0,0
0.000001,0,0
0,0,0
0,0,0
