0,0,0
13.104276,2.54054,0.945835
13.65297,-5.86269,0.006849
0.241939,2.90707,-0.013357
-0.187997,20.67159,-0.033802
-0.165836,-0.90861,0.009492
-0.091051,-5.08301,0.010507
0.06797,-0.58238,-0.003508
0.096779,0.70321,-0.002656
-0.013342,0.40838,0.000678
-0.035533,-0.00405,0.000805
-0.004779,-0.15048,-0.000018
0.007123,-0.06573,-0.000239
0.005189,0.03452,-0.000035
0.000772,0.03431,0.000062
-0.002345,0.00024,0.000018
-0.001517,-0.0102,-0.000014
0.000517,-0.00477,-0.000007
0.000793,0.00103,0.000003
0.000107,0.0026,0.000002
-0.000238,0.00088,0
-0.000163,-0.00073,-0.000001
0.000013,-0.00067,0
0.000083,0,0
0.000034,0.00026,0
-0.000023,0.00012,0
-0.000024,-0.00005,0
-0.000001,-0.00008,0
0.000009,-0.00002,0
0.000004,0.00003,0
-0.000001,0.00003,0
