0,0,0
21.341574,9.39132,0.933493
14.148724,2.19554,-0.005688
-0.104421,16.6014,-0.040802
-0.281338,-13.91429,0.025596
0.154677,-9.2521,0.023078
0.103208,4.29416,-0.012005
-0.190219,1.62162,-0.006229
-0.03111,-1.20965,0.004869
0.093669,-0.12761,0.001404
0.002534,0.51452,-0.001711
-0.031991,-0.08459,-0.00018
0.00662,-0.21667,0.000559
0.010782,0.07396,-0.000033
-0.006807,0.07413,-0.000175
-0.003579,-0.0431,0.000038
0.004254,-0.01945,0.000051
0.000842,0.02264,-0.00002
-0.002125,0.00255,-0.000014
0.000106,-0.01079,0.000009
0.000946,0.00141,0.000003
-0.000304,0.00454,-0.000003
-0.000379,-0.00167,-0.000001
0.000248,-0.00164,0.000001
0.000125,0.00115,0
-0.000152,0.00047,0
-0.000021,-0.00065,0
0.000079,-0.00008,0
-0.000015,0.00033,0
-0.000032,-0.00001,0
0.000024,-0.00019,0
