0,0,0
21.531362,-15.98547,9.669505
0.055126,0.31524,0.866716
0.095607,0.46827,0.049678
-0.000127,-0.00414,-0.043947
-0.002666,-0.00984,-0.000156
0.000239,0.00115,0.000703
0.000029,-0.00004,-0.000048
-0.000008,-0.00002,-0.000001
0.000001,0.00001,-0.000012
-0.000003,-0.00002,-0.000004
0.000002,0.00001,-0.000004
-0.000008,-0.00003,-0.000006
-0.000003,-0.00003,0.000016
0.000006,0.00003,0.000006
0.000002,0.00002,-0.000011
-0.000002,-0.00001,-0.000003
0.000001,0.00001,0.000004
0.000002,0.00001,0.000001
